"EVENTID","ORGANIZATION","WATERBODYCODE","WATERBODYNAME","STATIONCODE","STATIONNAME","SAMPLEDATETIME","SOURCESAMPLEID","BOTTOMDEPTH","COLLECTIONMETHOD","ACTIVITYTYPE","SAMPLEDEPTH","SAMPLECOMMENT","LABNAME","ACCESSIONNUM","RESULTSETCOMMENT","CHARACTERISTICNAME","CASNO","RESULTQUALIFIER","RESULTMEASURE","RESULTMEASUREUNIT","REPORTINGLIMIT","METHODDETECTLIMIT","ANALYTICALMETHOD","OUTSIDEDETECTIONLIMIT","RESULTCOMMENT",
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sodium,7440-23-5,,72,mg/L,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,588,uS/cm,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sulfate,14808-79-8,,27,mg/L,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,377,mg/L,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,130,mg/L,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.15,mg/L,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,5,mg/L,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,3.1,NTU,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,,178,ug/l,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,,3500,ug/l,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,510,ug/l,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,9,mg/L,,,,N,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00150058-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-04-11 10:45:00,150058,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,,10,ug/l,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,9.8,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Field Data,0.000,,,,,pH Field,12408-02-5,,8.05,None,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Field Data,0.000,,,,,Temp Field,na,,10.5,deg C,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,,0.001059,mg/L,,,,N,AUTOCALCULATE 2016-06-16 14:48:20 Using 1/2 AMNN,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,BOD,na,,1.47,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Calcium,7440-70-2,,10,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,22,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Hardness,na,,37,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,40,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,49,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.39,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.04,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.16,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.05,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,8.16,None,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SAR,na,,1.4,None,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sodium,7440-23-5,,19,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,158,uS/cm,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sulfate,14808-79-8,,4,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,111,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,40,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.11,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,18,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,11,NTU,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,,43,ug/l,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,,600,ug/l,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,600,ug/l,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,3,mg/L,,,,N,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00150059-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-06-13 10:25:00,150059,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,,20,ug/l,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,8.8,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Field Data,0.000,,,,,Temp Field,na,,15.2,deg C,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,<,0.002,mg/L,,,,Y,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Calcium,7440-70-2,,10,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,45,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,COD,na,,7,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Hardness,na,,37,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,56,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,68,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.59,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.04,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.17,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.17,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,7.88,None,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SAR,na,,2.7,None,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sodium,7440-23-5,,38,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,279,uS/cm,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sulfate,14808-79-8,,9,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,182,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,56,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.2,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,7,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,3.8,NTU,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,,145,ug/l,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,,2200,ug/l,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,<,5,ug/l,,,,Y,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,540,ug/l,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,3,mg/L,,,,N,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
